date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,sh_x,sot_x,dist_x,fk_x,pk_x,pkatt_x,sh_y,sot_y,dist_y,fk_y,pk_y,pkatt_y,season,team,poss_x,poss_y,succ%_x,cpa_x,succ%_y,cpa_y,kp,1/3,ppa,crspa,prog,sca_x,passlive_x,to_x,sca_y,tkl_x,tkl_x.1,tklw_x,def 3rd_x,tkl%_x,blocks_x,int_x,err_x,tkl_y,tkl_y.1,tklw_y,def 3rd_y,tkl%_y,blocks_y,int_y,err_y,venue_code,opp_code,hour,day_code,referee_code,formation_code,captain_code,target
2021-05-23,16:00,Premier League,Matchweek 38,Sun,Home,L,0.0,2.0,Newcastle Utd,1.0,1.3,64.0,2000.0,Tim Ream,3-4-3,Chris Kavanagh,14.0,0.0,19.6,0.0,0.0,0.0,9.0,3.0,21.4,0.0,1.0,1.0,2019.0,Fulham,37.0,37.0,50.0,9.0,58.3,9.0,9.0,32.0,5.0,1.0,38.0,17.0,13.0,1.0,28.0,18.0,8.0,14.0,10.0,34.8,17.0,10.0,2.0,14.0,7.0,7.0,7.0,53.8,7.0,8.0,1.0,1,18,16,6,3,4,163,0
2020-12-27,16:30,Premier League,Matchweek 15,Sun,Away,D,1.0,1.0,Liverpool,0.6,1.5,23.0,2000.0,Matt Phillips,4-5-1,Kevin Friend,5.0,3.0,17.5,0.0,0.0,0.0,17.0,2.0,19.2,2.0,0.0,0.0,2019.0,West Bromwich Albion,57.0,57.0,28.6,3.0,75.0,2.0,21.0,52.0,12.0,3.0,37.0,22.0,14.0,0.0,16.0,15.0,7.0,6.0,6.0,43.8,18.0,10.0,1.0,28.0,9.0,15.0,13.0,27.3,13.0,5.0,1.0,0,14,16,6,13,19,118,0
2021-05-19,20:15,Premier League,Matchweek 37,Wed,Home,L,1.0,3.0,West Ham,1.1,3.4,52.0,5371.0,Kyle Bartley,4-4-1-1,Michael Oliver,14.0,4.0,19.5,1.0,0.0,0.0,20.0,9.0,16.2,1.0,0.0,1.0,2019.0,West Bromwich Albion,49.0,49.0,48.3,4.0,70.6,2.0,8.0,28.0,7.0,2.0,38.0,21.0,16.0,3.0,17.0,22.0,6.0,7.0,5.0,28.6,7.0,8.0,1.0,20.0,12.0,10.0,8.0,50.0,13.0,6.0,0.0,1,26,20,2,18,17,99,0
2021-05-23,16:00,Premier League,Matchweek 38,Sun,Away,L,1.0,3.0,Leeds United,1.0,2.3,36.0,8000.0,Kyle Bartley,5-3-2,David Coote,14.0,5.0,18.9,0.0,0.0,0.0,16.0,8.0,18.9,1.0,1.0,1.0,2019.0,West Bromwich Albion,53.0,53.0,61.9,4.0,50.0,3.0,6.0,34.0,3.0,0.0,22.0,21.0,18.0,0.0,12.0,20.0,9.0,10.0,9.0,50.0,13.0,9.0,0.0,25.0,13.0,16.0,9.0,50.0,8.0,9.0,0.0,0,12,16,6,7,20,99,0
2020-12-13,12:00,Premier League,Matchweek 12,Sun,Away,L,0.0,3.0,Southampton,0.3,2.0,33.0,2000.0,Billy Sharp,5-3-2,Andy Madley,3.0,0.0,11.2,0.0,0.0,0.0,16.0,6.0,17.0,1.0,0.0,0.0,2019.0,Sheffield United,29.0,29.0,75.0,3.0,57.1,9.0,12.0,24.0,8.0,2.0,26.0,8.0,5.0,0.0,36.0,18.0,6.0,11.0,11.0,50.0,17.0,17.0,0.0,21.0,7.0,14.0,4.0,43.8,8.0,15.0,0.0,0,22,12,6,1,20,25,0
2021-05-19,18:00,Premier League,Matchweek 37,Wed,Away,L,0.0,1.0,Newcastle Utd,0.9,1.6,49.0,10000.0,John Egan,3-4-3,Robert Jones,11.0,1.0,18.3,1.0,0.0,0.0,16.0,5.0,19.2,2.0,0.0,0.0,2019.0,Sheffield United,28.0,28.0,22.2,1.0,68.2,4.0,6.0,36.0,6.0,3.0,28.0,13.0,10.0,0.0,32.0,19.0,8.0,14.0,5.0,42.1,11.0,8.0,0.0,17.0,9.0,13.0,8.0,50.0,13.0,4.0,0.0,0,18,18,2,25,4,83,0
2021-05-23,16:00,Premier League,Matchweek 38,Sun,Home,W,1.0,0.0,Burnley,0.5,1.1,43.0,5000.0,John Egan,3-4-3,Kevin Friend,12.0,3.0,17.4,0.0,0.0,0.0,10.0,3.0,13.4,0.0,0.0,0.0,2019.0,Sheffield United,51.0,51.0,50.0,3.0,61.1,6.0,10.0,34.0,8.0,0.0,33.0,14.0,8.0,1.0,22.0,19.0,7.0,12.0,10.0,43.8,11.0,15.0,1.0,17.0,6.0,7.0,6.0,37.5,13.0,10.0,1.0,1,5,16,6,13,4,83,1
2019-08-09,20:00,Premier League,Matchweek 1,Fri,Home,W,4.0,1.0,Norwich City,1.8,0.9,57.0,53333.0,Jordan Henderson,4-3-3,Michael Oliver,15.0,7.0,17.1,1.0,0.0,0.0,12.0,5.0,17.3,1.0,0.0,0.0,2018.0,Liverpool,29.0,29.0,53.3,0.0,68.4,3.0,7.0,25.0,6.0,4.0,22.0,2.0,2.0,0.0,35.0,15.0,8.0,12.0,8.0,40.0,5.0,17.0,0.0,14.0,7.0,9.0,9.0,41.2,7.0,17.0,1.0,1,19,20,4,18,16,87,1
2019-08-17,15:00,Premier League,Matchweek 2,Sat,Away,W,2.0,1.0,Southampton,1.3,1.9,63.0,31712.0,James Milner,4-3-3,Andre Marriner,15.0,6.0,18.6,1.0,0.0,0.0,14.0,3.0,15.3,0.0,0.0,0.0,2018.0,Liverpool,46.0,46.0,42.9,1.0,56.3,8.0,5.0,27.0,6.0,1.0,31.0,16.0,7.0,2.0,39.0,10.0,3.0,7.0,3.0,27.3,14.0,10.0,1.0,19.0,10.0,15.0,7.0,76.9,5.0,12.0,0.0,0,22,15,5,0,16,75,1
2019-08-24,17:30,Premier League,Matchweek 3,Sat,Home,W,3.0,1.0,Arsenal,2.5,1.0,52.0,53298.0,Jordan Henderson,4-3-3,Anthony Taylor,24.0,4.0,18.8,0.0,1.0,1.0,9.0,3.0,19.0,1.0,0.0,0.0,2018.0,Liverpool,45.0,45.0,60.0,3.0,53.3,7.0,9.0,14.0,4.0,1.0,15.0,10.0,9.0,0.0,23.0,10.0,7.0,5.0,4.0,41.2,6.0,8.0,1.0,13.0,2.0,6.0,7.0,25.0,6.0,7.0,1.0,1,0,17,5,2,16,87,1
2019-08-31,17:30,Premier League,Matchweek 4,Sat,Away,W,3.0,0.0,Burnley,1.0,0.9,63.0,21762.0,Jordan Henderson,4-3-3,Chris Kavanagh,15.0,7.0,21.0,0.0,0.0,0.0,7.0,2.0,19.7,0.0,0.0,0.0,2018.0,Liverpool,52.0,52.0,66.7,3.0,44.4,5.0,15.0,30.0,12.0,0.0,32.0,14.0,14.0,0.0,18.0,21.0,8.0,8.0,10.0,38.1,10.0,10.0,2.0,20.0,7.0,13.0,6.0,53.8,7.0,7.0,0.0,0,5,17,5,3,16,87,1
2019-09-14,12:30,Premier League,Matchweek 5,Sat,Home,W,3.0,1.0,Newcastle Utd,3.0,0.3,74.0,51430.0,Virgil van Dijk,4-3-3,Andre Marriner,21.0,8.0,13.6,0.0,0.0,0.0,8.0,1.0,23.0,0.0,0.0,0.0,2018.0,Liverpool,32.0,32.0,75.0,1.0,67.7,5.0,14.0,35.0,8.0,3.0,24.0,10.0,9.0,1.0,33.0,14.0,8.0,11.0,9.0,53.3,7.0,13.0,1.0,11.0,7.0,8.0,8.0,58.3,6.0,12.0,0.0,1,18,12,5,0,16,175,1
2019-09-22,16:30,Premier League,Matchweek 6,Sun,Away,W,2.0,1.0,Chelsea,0.6,1.3,45.0,40638.0,Jordan Henderson,4-3-3,Michael Oliver,6.0,3.0,13.9,0.0,0.0,0.0,13.0,2.0,16.6,0.0,0.0,0.0,2018.0,Liverpool,34.0,34.0,73.3,5.0,62.5,5.0,8.0,35.0,12.0,4.0,38.0,14.0,14.0,0.0,37.0,16.0,9.0,2.0,9.0,47.4,17.0,17.0,0.0,8.0,2.0,4.0,3.0,28.6,4.0,6.0,0.0,0,7,16,6,18,16,87,1
2019-09-28,12:30,Premier League,Matchweek 7,Sat,Away,W,1.0,0.0,Sheffield Utd,1.9,1.3,70.0,31774.0,Jordan Henderson,4-3-3,Anthony Taylor,16.0,4.0,19.2,1.0,0.0,0.0,12.0,2.0,14.0,0.0,0.0,0.0,2018.0,Liverpool,50.0,50.0,50.0,5.0,60.7,8.0,11.0,31.0,4.0,3.0,27.0,12.0,8.0,0.0,36.0,10.0,9.0,5.0,2.0,64.3,11.0,12.0,0.0,16.0,6.0,9.0,9.0,33.3,9.0,10.0,0.0,0,21,12,5,2,16,87,1
2019-10-05,15:00,Premier League,Matchweek 8,Sat,Home,W,2.0,1.0,Leicester City,3.5,0.1,51.0,53322.0,James Milner,4-3-3,Chris Kavanagh,17.0,7.0,15.0,1.0,1.0,1.0,2.0,1.0,19.5,0.0,0.0,0.0,2018.0,Liverpool,38.0,38.0,47.4,3.0,50.0,2.0,13.0,43.0,12.0,2.0,50.0,15.0,8.0,1.0,30.0,19.0,16.0,11.0,13.0,69.6,11.0,8.0,1.0,21.0,7.0,14.0,10.0,41.2,8.0,8.0,1.0,1,13,15,5,3,16,75,1
2019-10-20,16:30,Premier League,Matchweek 9,Sun,Away,D,1.0,1.0,Manchester Utd,1.2,0.7,66.0,73737.0,Jordan Henderson,4-3-3,Martin Atkinson,10.0,4.0,19.0,0.0,0.0,0.0,7.0,2.0,21.6,0.0,0.0,0.0,2018.0,Liverpool,49.0,49.0,63.6,1.0,68.6,5.0,11.0,36.0,8.0,3.0,34.0,22.0,15.0,2.0,29.0,16.0,8.0,9.0,4.0,36.4,9.0,9.0,0.0,14.0,7.0,8.0,12.0,53.8,7.0,13.0,0.0,0,17,16,6,17,16,87,0
2019-10-27,16:30,Premier League,Matchweek 10,Sun,Home,W,2.0,1.0,Tottenham,2.6,1.2,67.0,53222.0,Jordan Henderson,4-3-3,Anthony Taylor,20.0,12.0,16.4,1.0,1.0,1.0,11.0,4.0,17.3,0.0,0.0,0.0,2018.0,Liverpool,43.0,43.0,60.0,4.0,47.1,1.0,11.0,17.0,8.0,3.0,24.0,21.0,13.0,1.0,19.0,9.0,3.0,6.0,8.0,42.9,8.0,7.0,0.0,5.0,2.0,4.0,0.0,25.0,5.0,7.0,0.0,1,23,16,6,2,16,87,1
2019-11-02,15:00,Premier League,Matchweek 11,Sat,Away,W,2.0,1.0,Aston Villa,2.4,0.4,73.0,41878.0,Jordan Henderson,4-3-3,Jonathan Moss,25.0,6.0,14.6,1.0,0.0,0.0,4.0,2.0,13.8,0.0,0.0,0.0,2018.0,Liverpool,57.0,57.0,73.3,10.0,62.5,4.0,9.0,41.0,8.0,1.0,38.0,25.0,19.0,1.0,21.0,23.0,7.0,11.0,11.0,50.0,13.0,7.0,0.0,13.0,3.0,7.0,8.0,20.0,18.0,7.0,1.0,0,1,15,5,11,16,87,1
2019-11-10,16:30,Premier League,Matchweek 12,Sun,Home,W,3.0,1.0,Manchester City,1.1,1.3,45.0,53324.0,Jordan Henderson,4-3-3,Michael Oliver,12.0,5.0,15.9,0.0,0.0,0.0,18.0,3.0,17.3,0.0,0.0,0.0,2018.0,Liverpool,63.0,63.0,55.6,7.0,90.9,5.0,4.0,27.0,5.0,1.0,24.0,26.0,21.0,1.0,18.0,11.0,6.0,4.0,8.0,33.3,12.0,5.0,1.0,8.0,3.0,4.0,2.0,30.0,12.0,10.0,1.0,1,16,16,6,18,16,87,1
2019-11-23,15:00,Premier League,Matchweek 13,Sat,Away,W,2.0,1.0,Crystal Palace,1.4,1.0,60.0,25486.0,Jordan Henderson,4-3-3,Kevin Friend,12.0,4.0,13.6,0.0,0.0,0.0,16.0,6.0,21.3,0.0,0.0,0.0,2018.0,Liverpool,52.0,52.0,60.0,13.0,66.7,2.0,5.0,31.0,5.0,0.0,32.0,46.0,37.0,3.0,13.0,15.0,8.0,9.0,7.0,34.8,11.0,18.0,1.0,14.0,8.0,8.0,7.0,66.7,1.0,12.0,0.0,0,8,15,5,13,16,87,1
2019-11-30,15:00,Premier League,Matchweek 14,Sat,Home,W,2.0,1.0,Brighton,1.3,0.8,44.0,53319.0,Jordan Henderson,4-3-3,Martin Atkinson,15.0,7.0,15.2,0.0,0.0,0.0,12.0,5.0,21.0,1.0,0.0,0.0,2018.0,Liverpool,63.0,63.0,55.6,5.0,60.0,3.0,9.0,34.0,4.0,3.0,29.0,27.0,21.0,1.0,12.0,22.0,7.0,10.0,17.0,36.8,20.0,4.0,0.0,7.0,1.0,5.0,4.0,10.0,12.0,6.0,0.0,1,4,15,5,17,16,87,1
2019-12-04,20:15,Premier League,Matchweek 15,Wed,Home,W,5.0,2.0,Everton,2.0,1.5,58.0,53094.0,James Milner,4-2-3-1,Mike Dean,11.0,5.0,15.0,0.0,0.0,0.0,12.0,4.0,15.5,1.0,0.0,0.0,2018.0,Liverpool,74.0,74.0,55.6,8.0,52.9,1.0,8.0,32.0,11.0,3.0,38.0,38.0,28.0,2.0,15.0,19.0,12.0,11.0,14.0,41.4,12.0,9.0,0.0,12.0,6.0,5.0,8.0,60.0,9.0,5.0,0.0,1,9,20,2,20,12,75,1
2019-12-07,15:00,Premier League,Matchweek 16,Sat,Away,W,3.0,0.0,Bournemouth,2.4,0.1,73.0,10832.0,Jordan Henderson,4-3-3,Chris Kavanagh,21.0,9.0,15.9,1.0,0.0,0.0,3.0,0.0,15.6,0.0,0.0,0.0,2018.0,Liverpool,45.0,45.0,80.0,3.0,77.8,2.0,15.0,52.0,7.0,3.0,44.0,11.0,7.0,0.0,25.0,11.0,5.0,4.0,6.0,62.5,11.0,5.0,1.0,13.0,2.0,5.0,10.0,40.0,12.0,10.0,0.0,0,2,15,5,3,16,87,1
2019-12-14,12:30,Premier League,Matchweek 17,Sat,Home,W,2.0,0.0,Watford,1.4,1.0,68.0,53311.0,Jordan Henderson,4-2-3-1,Andre Marriner,16.0,6.0,16.4,0.0,0.0,0.0,8.0,2.0,17.2,0.0,0.0,0.0,2018.0,Liverpool,70.0,70.0,58.3,5.0,72.7,4.0,7.0,22.0,4.0,1.0,24.0,23.0,17.0,2.0,23.0,25.0,13.0,14.0,16.0,61.9,13.0,8.0,0.0,12.0,7.0,8.0,5.0,53.8,13.0,9.0,0.0,1,24,12,5,0,12,87,1
2019-12-26,20:00,Premier League,Matchweek 19,Thu,Away,W,4.0,0.0,Leicester City,3.2,0.1,59.0,32211.0,Jordan Henderson,4-3-3,Michael Oliver,14.0,5.0,14.4,0.0,1.0,1.0,3.0,0.0,20.7,0.0,0.0,0.0,2018.0,Liverpool,51.0,51.0,66.7,11.0,52.0,6.0,7.0,30.0,3.0,2.0,31.0,32.0,24.0,3.0,4.0,14.0,2.0,8.0,6.0,28.6,7.0,7.0,0.0,12.0,5.0,6.0,6.0,27.8,8.0,8.0,0.0,0,13,20,3,18,16,87,1
2019-12-29,16:30,Premier League,Matchweek 20,Sun,Home,W,1.0,0.0,Wolves,1.2,0.5,62.0,53326.0,Jordan Henderson,4-2-3-1,Anthony Taylor,10.0,3.0,14.4,0.0,0.0,0.0,10.0,2.0,20.2,1.0,0.0,0.0,2018.0,Liverpool,66.0,66.0,55.6,1.0,50.0,6.0,6.0,17.0,1.0,0.0,15.0,19.0,16.0,1.0,14.0,16.0,7.0,4.0,9.0,30.4,16.0,9.0,1.0,18.0,5.0,12.0,9.0,38.5,6.0,7.0,0.0,1,27,16,6,2,12,87,1
2020-01-02,20:00,Premier League,Matchweek 21,Thu,Home,W,2.0,0.0,Sheffield Utd,2.8,0.6,74.0,53321.0,Jordan Henderson,4-3-3,Paul Tierney,19.0,7.0,15.1,0.0,0.0,0.0,3.0,2.0,13.9,0.0,0.0,0.0,2018.0,Liverpool,67.0,67.0,35.3,4.0,53.8,3.0,15.0,62.0,10.0,5.0,36.0,38.0,25.0,2.0,21.0,17.0,4.0,11.0,7.0,30.8,9.0,13.0,1.0,21.0,8.0,13.0,13.0,57.1,7.0,9.0,0.0,1,21,20,3,22,16,87,1
2020-01-11,17:30,Premier League,Matchweek 22,Sat,Away,W,1.0,0.0,Tottenham,1.2,1.2,67.0,61023.0,Jordan Henderson,4-3-3,Martin Atkinson,13.0,6.0,13.8,0.0,0.0,0.0,14.0,4.0,16.7,0.0,0.0,0.0,2018.0,Liverpool,73.0,73.0,28.6,8.0,35.7,0.0,8.0,22.0,8.0,3.0,29.0,46.0,33.0,3.0,6.0,20.0,10.0,13.0,8.0,55.6,10.0,10.0,1.0,18.0,8.0,11.0,13.0,53.3,9.0,5.0,1.0,0,23,17,5,17,16,87,1
2020-01-19,16:30,Premier League,Matchweek 23,Sun,Home,W,2.0,0.0,Manchester Utd,1.9,1.3,53.0,52916.0,Jordan Henderson,4-3-3,Craig Pawson,16.0,5.0,15.5,0.0,0.0,0.0,9.0,4.0,20.0,0.0,0.0,0.0,2018.0,Liverpool,45.0,45.0,59.1,5.0,82.6,19.0,16.0,26.0,14.0,6.0,31.0,23.0,20.0,1.0,33.0,12.0,4.0,9.0,9.0,30.8,11.0,7.0,1.0,12.0,4.0,3.0,8.0,44.4,4.0,1.0,0.0,1,17,16,6,4,16,87,1
2020-01-23,20:00,Premier League,Matchweek 24,Thu,Away,W,2.0,1.0,Wolves,1.1,1.8,53.0,31746.0,Jordan Henderson,4-3-3,Michael Oliver,13.0,6.0,14.7,1.0,0.0,0.0,10.0,3.0,13.0,0.0,0.0,0.0,2018.0,Liverpool,60.0,60.0,23.1,2.0,52.9,5.0,5.0,19.0,6.0,1.0,28.0,22.0,17.0,0.0,25.0,18.0,8.0,9.0,9.0,30.8,16.0,11.0,1.0,13.0,3.0,9.0,8.0,30.0,15.0,8.0,0.0,0,27,20,3,18,16,87,1
2020-01-29,19:45,Premier League,Matchweek 18,Wed,Away,W,2.0,0.0,West Ham,2.8,0.7,70.0,59959.0,Jordan Henderson,4-3-3,Jonathan Moss,12.0,4.0,20.2,1.0,1.0,1.0,7.0,4.0,16.8,0.0,0.0,0.0,2018.0,Liverpool,44.0,44.0,50.0,9.0,64.7,2.0,4.0,16.0,4.0,1.0,17.0,23.0,17.0,0.0,21.0,13.0,6.0,9.0,6.0,66.7,6.0,8.0,0.0,12.0,2.0,8.0,5.0,15.4,9.0,8.0,0.0,0,26,19,2,11,16,87,1
2020-02-01,15:00,Premier League,Matchweek 25,Sat,Home,W,4.0,0.0,Southampton,3.2,0.8,62.0,53291.0,Jordan Henderson,4-3-3,Kevin Friend,16.0,9.0,15.0,1.0,0.0,0.0,17.0,4.0,18.7,0.0,0.0,0.0,2018.0,Liverpool,58.0,58.0,61.9,4.0,53.3,2.0,11.0,20.0,6.0,2.0,19.0,21.0,15.0,3.0,20.0,22.0,9.0,13.0,13.0,37.5,16.0,18.0,0.0,24.0,13.0,14.0,13.0,65.0,10.0,9.0,0.0,1,22,15,5,13,16,87,1
2020-02-15,17:30,Premier League,Matchweek 26,Sat,Away,W,1.0,0.0,Norwich City,2.0,0.3,63.0,27110.0,Jordan Henderson,4-3-3,Stuart Attwell,17.0,6.0,16.5,0.0,0.0,0.0,5.0,1.0,16.5,0.0,0.0,0.0,2018.0,Liverpool,73.0,73.0,70.6,3.0,54.5,4.0,7.0,26.0,5.0,0.0,21.0,38.0,33.0,1.0,6.0,11.0,4.0,4.0,5.0,50.0,5.0,8.0,0.0,15.0,8.0,8.0,12.0,53.3,15.0,6.0,0.0,0,19,17,5,31,16,87,1
2020-02-24,20:00,Premier League,Matchweek 27,Mon,Home,W,3.0,2.0,West Ham,2.4,0.7,69.0,53313.0,Virgil van Dijk,4-3-3,Jonathan Moss,25.0,7.0,16.2,1.0,0.0,0.0,7.0,4.0,14.4,0.0,0.0,0.0,2018.0,Liverpool,68.0,68.0,40.0,9.0,76.9,5.0,7.0,37.0,8.0,2.0,38.0,25.0,21.0,2.0,14.0,19.0,11.0,11.0,8.0,47.8,13.0,13.0,0.0,17.0,5.0,8.0,5.0,38.5,10.0,11.0,1.0,1,26,20,0,11,16,175,1
2020-02-29,17:30,Premier League,Matchweek 28,Sat,Away,L,0.0,3.0,Watford,0.3,2.3,70.0,21634.0,Virgil van Dijk,4-3-3,Michael Oliver,7.0,1.0,22.6,1.0,0.0,0.0,14.0,5.0,17.4,0.0,0.0,0.0,2018.0,Liverpool,59.0,59.0,78.3,5.0,57.9,6.0,6.0,23.0,7.0,2.0,20.0,26.0,20.0,2.0,6.0,15.0,8.0,9.0,9.0,32.0,14.0,16.0,0.0,21.0,10.0,11.0,13.0,76.9,9.0,4.0,0.0,0,24,17,5,18,16,175,0
2020-03-07,12:30,Premier League,Matchweek 29,Sat,Home,W,2.0,1.0,Bournemouth,1.8,1.4,74.0,53323.0,James Milner,4-3-3,Paul Tierney,14.0,6.0,19.7,0.0,0.0,0.0,6.0,3.0,15.6,0.0,0.0,0.0,2018.0,Liverpool,62.0,62.0,46.7,3.0,73.3,2.0,8.0,18.0,6.0,1.0,15.0,19.0,15.0,0.0,18.0,15.0,8.0,7.0,12.0,50.0,12.0,10.0,1.0,12.0,2.0,7.0,6.0,33.3,5.0,4.0,0.0,1,2,12,5,22,16,75,1
2019-08-10,12:30,Premier League,Matchweek 1,Sat,Away,W,5.0,0.0,West Ham,3.2,1.1,57.0,59870.0,David Silva,4-3-3,Mike Dean,13.0,8.0,16.7,0.0,1.0,1.0,5.0,3.0,12.7,1.0,0.0,0.0,2018.0,Manchester City,74.0,74.0,70.0,6.0,66.7,3.0,10.0,39.0,6.0,2.0,28.0,26.0,23.0,1.0,12.0,16.0,7.0,7.0,9.0,46.7,10.0,5.0,1.0,12.0,2.0,7.0,7.0,40.0,11.0,2.0,0.0,0,26,12,5,20,16,46,1
2019-08-17,17:30,Premier League,Matchweek 2,Sat,Home,D,2.0,2.0,Tottenham,2.9,0.1,55.0,54503.0,Kevin De Bruyne,4-2-3-1,Michael Oliver,30.0,10.0,15.4,0.0,0.0,0.0,3.0,2.0,34.9,0.0,0.0,0.0,2018.0,Manchester City,69.0,69.0,58.3,5.0,53.8,2.0,16.0,32.0,6.0,1.0,32.0,18.0,9.0,2.0,12.0,19.0,10.0,11.0,8.0,55.6,6.0,6.0,0.0,15.0,4.0,9.0,11.0,33.3,8.0,10.0,0.0,1,23,17,5,18,12,96,0
2019-08-25,14:00,Premier League,Matchweek 3,Sun,Away,W,3.0,1.0,Bournemouth,3.0,2.2,74.0,10486.0,David Silva,4-3-3,Andre Marriner,18.0,5.0,14.8,0.0,0.0,0.0,10.0,7.0,14.2,1.0,0.0,0.0,2018.0,Manchester City,73.0,73.0,43.8,7.0,71.4,0.0,6.0,14.0,4.0,1.0,12.0,35.0,24.0,1.0,3.0,24.0,10.0,16.0,10.0,32.3,12.0,6.0,0.0,10.0,3.0,4.0,4.0,25.0,9.0,8.0,0.0,0,2,14,6,0,16,46,1
2019-08-31,15:00,Premier League,Matchweek 4,Sat,Home,W,4.0,0.0,Brighton,1.9,0.9,53.0,54386.0,David Silva,4-3-3,Jonathan Moss,15.0,6.0,15.4,1.0,0.0,0.0,6.0,1.0,14.7,0.0,0.0,0.0,2018.0,Manchester City,53.0,53.0,55.6,6.0,69.2,3.0,14.0,38.0,12.0,2.0,32.0,20.0,17.0,0.0,26.0,13.0,9.0,7.0,10.0,37.5,8.0,8.0,0.0,11.0,4.0,6.0,3.0,26.7,12.0,8.0,1.0,1,4,15,5,11,16,46,1
2019-09-14,17:30,Premier League,Matchweek 5,Sat,Away,L,2.0,3.0,Norwich City,2.3,1.5,68.0,27035.0,David Silva,4-2-3-1,Kevin Friend,25.0,8.0,15.1,0.0,0.0,0.0,7.0,3.0,13.1,1.0,0.0,0.0,2018.0,Manchester City,70.0,70.0,76.9,6.0,75.0,0.0,12.0,24.0,5.0,2.0,26.0,12.0,12.0,0.0,17.0,22.0,11.0,13.0,6.0,39.3,13.0,9.0,2.0,21.0,9.0,14.0,12.0,50.0,8.0,8.0,0.0,0,19,17,5,13,12,46,0
2019-09-21,15:00,Premier League,Matchweek 6,Sat,Home,W,8.0,0.0,Watford,5.9,0.4,68.0,54273.0,David Silva,4-3-3,Mike Dean,27.0,10.0,14.9,2.0,1.0,1.0,5.0,4.0,14.9,1.0,0.0,0.0,2018.0,Manchester City,56.0,56.0,52.9,10.0,75.0,5.0,11.0,68.0,14.0,6.0,55.0,34.0,30.0,1.0,19.0,14.0,7.0,7.0,4.0,50.0,13.0,8.0,0.0,21.0,10.0,11.0,8.0,52.6,10.0,8.0,1.0,1,24,15,5,20,16,46,1
2019-09-28,17:30,Premier League,Matchweek 7,Sat,Away,W,3.0,1.0,Everton,2.8,2.4,63.0,39222.0,Fernandinho,4-3-3,Michael Oliver,19.0,8.0,14.7,1.0,0.0,0.0,12.0,7.0,10.7,1.0,0.0,0.0,2018.0,Manchester City,71.0,71.0,85.7,12.0,50.0,3.0,10.0,44.0,7.0,2.0,35.0,39.0,31.0,2.0,9.0,17.0,11.0,10.0,9.0,31.4,12.0,4.0,0.0,8.0,4.0,1.0,6.0,36.4,4.0,6.0,0.0,0,9,17,5,18,16,55,1
2019-10-06,14:00,Premier League,Matchweek 8,Sun,Home,L,0.0,2.0,Wolves,1.4,1.0,75.0,54435.0,David Silva,4-2-3-1,Craig Pawson,18.0,2.0,18.7,2.0,0.0,0.0,7.0,2.0,17.5,0.0,0.0,0.0,2018.0,Manchester City,69.0,69.0,55.0,7.0,46.7,0.0,19.0,47.0,13.0,2.0,54.0,43.0,34.0,2.0,4.0,19.0,9.0,13.0,6.0,52.9,10.0,5.0,0.0,16.0,6.0,12.0,7.0,40.0,7.0,8.0,1.0,1,27,14,6,4,12,46,0
2019-10-19,17:30,Premier League,Matchweek 9,Sat,Away,W,2.0,0.0,Crystal Palace,3.5,0.9,71.0,25480.0,David Silva,4-3-3,Anthony Taylor,21.0,10.0,13.4,0.0,0.0,0.0,7.0,2.0,16.3,1.0,0.0,0.0,2018.0,Manchester City,50.0,50.0,93.3,3.0,57.9,2.0,4.0,10.0,2.0,0.0,11.0,15.0,7.0,3.0,19.0,21.0,5.0,13.0,9.0,33.3,11.0,14.0,1.0,12.0,4.0,8.0,9.0,26.7,9.0,11.0,0.0,0,8,17,5,2,16,46,1
2019-10-26,12:30,Premier League,Matchweek 10,Sat,Home,W,3.0,0.0,Aston Villa,2.9,1.0,63.0,54506.0,David Silva,4-3-3,Graham Scott,26.0,9.0,15.1,0.0,0.0,0.0,11.0,5.0,17.0,0.0,0.0,0.0,2018.0,Manchester City,74.0,74.0,43.3,6.0,50.0,2.0,6.0,24.0,3.0,0.0,23.0,26.0,20.0,2.0,6.0,7.0,1.0,2.0,2.0,9.1,9.0,10.0,2.0,15.0,8.0,8.0,6.0,44.4,15.0,10.0,1.0,1,1,12,5,8,16,46,1
2019-11-02,15:00,Premier League,Matchweek 11,Sat,Home,W,2.0,1.0,Southampton,2.9,0.9,75.0,53922.0,David Silva,4-3-3,Lee Mason,26.0,4.0,15.6,1.0,0.0,0.0,3.0,3.0,18.8,0.0,0.0,0.0,2018.0,Manchester City,57.0,57.0,72.2,7.0,66.7,2.0,4.0,16.0,3.0,0.0,12.0,24.0,20.0,3.0,9.0,25.0,7.0,17.0,3.0,33.3,7.0,9.0,2.0,16.0,6.0,7.0,10.0,40.0,21.0,7.0,2.0,1,22,15,5,14,16,46,1
